text,label,uuid
Muy bonito hostal cerca del stacion ADO y cerca de todos Ottos lugares interessante en Valladolid.El jardin es muy bonito y la sala comun tambien.El Staff conoce mucho de Valladolid.Con mucho gusto a una otra vez,4,1085
"Reserve una suit por una noche en el hotel para pasarla con mi pareja,el lugar es increible ,la isla es maraviliosa y la playa norte situada en el hotel es realmente magnifica,las instalaciones del hotel son muy buenas, al iwal q sus habitaciones, echamos en falta un poco mas de detalle y mimo hacia el cliente en cuanto a utensilios dentro del hotel ,ya q x haber no habia ni una botella de agua para refrescarnos, En cuanto al servicio, el trato fue pesimo, descorteses e ineficaces, hasta el punto de que teniamos la cena reservada para ese noche y al llegar al restaurante nos informas q hay una cena de empresa y que tenemos que cenar fuera del hotel Lo dicho el lugar excelente pero el servicio ineficaz, si volvemos sera por las increibles aguas y paz que posee el lugar",1,4293
"En palabras no puedo describir este lugar . Porque todo se vive, se siente y respira . La pirmide ms grande del mundo y a tu alcance es indescriptible. Vivir la experiencia de entrar al fondo de una pirmide y conocer sus secretos es asombroso . Por cierto la entrada es econmica y existen guas que te iluminan el camino como lo hizo el Sr. Cortez .Al cual recomiendo al mximo ",4,1853
"Excelente hotel cerca de las ruinas de Palenque. El lugar posee un ambiente tropical donde se pueden legar a apreciar los monos aulladores saraguatos. Gran experiencia. El desayuno es muy bueno y viene incluido con el cuarto. el mejor lugar para disfrutarlo es en la terraza que da a la calle. La alberca es bonita aun cuando el agua es algo fra. Es un buen punto para visitar la zona arqueolgica, la cual est a unos 10 minutos. Asimismo, uno puede usarlo como punto inicial para partir hacia la selva lacandona",4,4883
"Pasamos 9 meses en Mxico y Raynaldo estuvo entre nuestras primeras cenas. l y su equipo son los amigos ms agradables que puedas conocer, sus especiales son una ganga, las porciones son grandes y la cocina es limpia y profesional.",3,4780
"Tenamos una habitacin en la laguna que era enorme! cama king size marido foru y yo y dos camas individuales. amplio cuarto de bao tambin. La comida en el restaurante era muy bueno. me pas a estar enferma y no poda hacer que el restaurante. A pesar de que no ofrecen servicio de habitacin amablemente me trajeron una sopa de pollo, verduras al vapor y una cesta de pan. Yo estaba agradecido por ello. La mejor parte estaba trabajando con Nellie. Ella es amable y muy servicial. Ella era echarme en organizar excursiones a las ruinas cercanas. Ella siempre estaba rpido en responder a sus correos electrnicos. Ella es una gran ventaja para el hotel.",3,2316
"El lugar esta muy bonito, diferentes niveles para nios y adultos en la zona acutica , alimento tipico de la region. Pero... Me llamo mucho la atencin que detecte un olor muy persistente a aguas negras (en las albercas).",0,2098
"Esper casi una hora en recepcin, en la habitacin el bao regular, sin shampoo, no hubo kleennex, en la maana no alcance mesa por que son muy pocas y tuve que desayunar en la habitacin, no quise llegar a otro hotel por que ya me haba hospedado anteriormente en otro city express y me haba sentido cmodo.",2,2554
"La zona arqueolgica en honor a la verdad es chica y en cuanto a arquitectura no es la gran cosa, no si la comparamos con otras ruinas mayas de la regin, lo que la hace especial es que esta frente al espectacular mar caribe y algunas de las mejores playas, por eso vete preparado, yo me perd la playa y no he dejado de lamentarme hasta hoy, todo eso en conjunto hace que este sea uno de los mejores lugares de la regin, lo tienes todo, cultura y diversin. Si te gustan en especial las ruinas mayas no te puedes perder Ek Balam al norte  Becn, Xpuhil, Chicanna y Kohunlich al sur, son ruinas con poca publicidad pero que superan a Coba o Tulum en cuanto a arquitectura.",3,3013
"Parece que los dueos y administradores de este hotel no tienen inters en el mismo. Todas las instalaciones estn descuidadas y sucias, el servicio en recepcin es grosero, hay animales en los cuartos, los muebles estn viejos y descuidados, cero comodidades y amenidades extras (la  caja de kleenex no tena kleenex, no haba toallas suficientes, una botella de agua chica por cuarto por noche, no hay vasos, no hay telfono en el cuarto, los muebles de bao rotos, no hay aire acondicionado/calefaccin). Si bien el restaurante tiene una vista privilegiada, no vale la pena torturarse con la mala comida del lugar, slo consideren tomarse una cerveza o un refresco ah. El agua de la alberca se vea turbia y los jardines descuidados, las tumbonas sucias, los muebles de la recepcin",0,2002
"Al pedir una pizza grande el mesero dijo que no estaban sirvindolas porque SE TARDAN MUCHO!!!
Luego, pedimos otro platillo y regres diciendo que tampoco lo tenan.
Despus, me derram la cerveza sobre el plato.
Y para colmo, los comensales de una mesa vecina entraron...Ms",0,1300
"Fuimos a comer y pedimos un caldo de pollo y sopa de tortilla, ambas muy bsicas, sin algn sazn particularmente bueno. Tambin pedimos chiles nogada y milanesa, siendo los chiles lo mejor del lugar. Es un lugar normal para comer sin nada extraordinario.",2,3459
"Encantador hotel ubicado a solo 5 minutos a pie de la plaza principal de San Cristbal. Habitaciones muy limpias y espaciosas, personal amable y servicial. El desayuno estaba bien, las porciones eran bastante pequeas, pero puedes pedir extra por un cargo adicional. Sin embargo, algunas desventajas, imposible conectarse al wifi desde la habitacin y paredes realmente delgadas, podan escuchar todo lo que hacan los dems huspedes.",3,1420
Excelente lugar para ir con nios ya que no en todos aceptan. Buena comida y bebida y sobre todo gracias a Juan por su magnfica atencin.,4,1470
"Evita este lugar a toda costa. Nuestro recorrido nos llev all despus de la excursin a las pirmides y sugiri que la comida del buffet. Todo era horrible, incluso la salsa! ! ! Ninguno de nosotros pudimos comer nada. Era repugnante! Y cobran mucho por...este horrible comida. Decidimos tomar Super y salir de ese lugar tan pronto como sea posible y volver a la Ciudad de Mxico para comer, as que nos fuimos a la excursin. Tome el sndwich o volver a la ciudad y evitar este lugar. Es una estafa.Ms",0,494
Eso que fui en temporada baja y an as la cantidad de turistas hace que pierda el encanto. De todas maneras al ser las nicas ruinas mayas en el mar pues... mantiene su atractivo.,3,4484
"El hotel est pequeo y en una zona regular, las instalaciones bien, la atencin y la comida buenas pero se me hizo un poco caro, la seal de la tele muy mala, no s si regresara por la relacin dinero lugar ",2,4735
"He visitado este lugar varias veces desde mi infancia y muchas cosas han cambiado para peor. Ahora todos los restaurantes a pedir un lmite mnimo de consumo de licor o de caro de su men platos si quieres asiento en en su zona. Eso estara...bien si no eran forzado a beber slo el cazuelas que bsicamente es una mezcla con agua caro ctrico, hielo y algo de tequila. Te ofrecen marcas desconocidas que les dicen que de tequila son muy buenas, pero ir de marcas conocidas. Ped una ""Chabela"" y no sirven ms, fue un icono de la cerveza se sirve en un vaso grande y ahora ha desaparecido. La msica y los bailarines y ambiente en general son buenas.Ms",1,336
"El lugar es nico y la laguna es un paraso. El precio NO es acorde a lo que representa en servicio, limpieza y cuidado.   La cabaa frente a la laguna muy linda, pero descuidada. Sin mantenimiento, sin amenidades bsicas ( no nos hubiera importado si el precio fuera ms barato). Las sabanas viejos y sucias. La limpieza de baja calidad. Una telaraa con su araa incluida nos acompa las cuatro noches en el jabn del lavabo. No limpian nada!!! Poco personal para la temporada. Nos hicieron el cuarto hasta las 5pm y el chico que lo hizo nos coment que era normal ya que el personal descansaba ese da. El problema es que el costo sigui siendo el mismo para nosotros, pero sin personal en el restaurante y sin  servicios!!  Lstima porque es un gran concepto, lugar espectacular pero",1,220
"Me encant el lugar, aunque est muy pequeo es muy agradable. La masa de las pizzas es delgada y diferente y los productos que utilizan son de primera calidad, muy rico todo hasta los postres. Excelente para comer rico y diferente ya sea en pareja,...Ms",4,280
"El hotel es el mejor ejemplo de elegancia, confort y servicio. Sorprende por supuesto el concepto (naturalista) del hotel que no le resta calidad. Las habitaciones son amplias, limpias, modestas pero confortables, con una terraza deliciosa. La comida es realmente deliciosa y el nico defectito es que durante mi estancia haba labores de construccin desde muy temprano. ",3,3922
"Visitamos ayer este restaurante, la comida es desabrida y escasa. Quieren simular algo que nos son presentando platos tipo fusion"" que no solo no tienen nada de fusin sino que no tienen nada...! Por ms que Leopoldo trata de levantarlo con mucho esfuerzo los otros...Ms",1,1206
"La comida es deliciosa y no puedes perderte los ccteles cada uno te permitir vivir una nueva experiencia, el servicio es inigualable... Nunca olvidaras los sabores!!! No se pierdan este lugar en cada visita a la Isla... GRACIAS PAO Y MIKE POR TANTAS ATENCIONES",4,2354
"Definitivamente es una visita obligada, para los amantes y no tan amantes del vino. El recorrido es interesante y las instalaciones en general lindas. Cuando termina el recorrido puedes comprar vinos, aunque te quedas con ganas de degustarlos. Se antoja quedarte ah a degustarlos, tal vez con una botana (Aunque sea el vino que cada quien compra), pero est claro que ese no es el negocio de Casa Madero. Su negocio es hacer vino... Y lo hacen muy bien. ",3,2311
"Muy bien el lugar aunque creo que algunas habitaciones son muy oscuras. No recomiendo la habitacin que da a la calle porque pasan muchos coches. Las habitaciones limpias y las camas bastante aceptables. La ubicacin es muy buena, a tan solo una cuadra de los restaurantes y 3 cuadras del centro.",2,3126
"Un excelente lugar, super cmodo; los chic@s son muy atentos y dan excelentes recomendaciones. El precio es bueno en relacin a las porciones servidas y la calidad de los productos es excelente; puedes desayunar por $200  promedio",3,1210
Slo un barco puerto normal de turistas en Mxico ... la mayora de los barcos desde aqu vaya a Janitzio!Justo como la isla de Janitzio es esencialmente un lugar repleto de puestos de turismo que te da un paseo en barco a la isla. Cuartos de bao al igual que en la mayor parte de los destinos tursticos de Mxico estn pagar para jugar.,2,1297
"Somos relativamente clientes frecuentes, vamos de una a dos veces por año y generalmente recomendamos el hotel.  Esta vez fuimos en este puente del 15 de Marzo, nos animamos a ir ya que vía telefonica nos comentaron lo siguiente:  El aforo era del 40% Todas las areas del hotel se sanitifzaban constantemente Se llevaban acabo todos los protocolos de seguridad  Ohhhhh gran decepción  Estando ahí nos dimos cuenta de lo siguiente:  No tomaban la temperatura al ingresar al hotel, osea que si llego alguien enfermo por supuesto paso sin ningun problema, por supuesto tampoco te ofrecian gel. Tampoco a la entrada de ningun restaurante tomaban la temperatura y por supuesto tampco te ofrecian gel De todas las veces que estuvimos en el restaurante nunca vimos que sanitizaran ninguna mesa,…",1,3058
"Un lugar encantador para sentarse y comer. El personal es muy amable y explicar los platos. Por desgracia, disfrutando de la comida, no recin preparada (probablemente antes el mismo da).  Sin duda una verdadera experiencia mexicana, porque nadie comer ah es mexicano. Pero sigue siendo...un lugar agradable para sentarse.Ms",1,1496
"Los comentarios estn equivocados! No es un hotel o casa de huspedes en un tugurio sin director y 3 personas personal!!! una locura, moho por todas partes, huye, cumple su inseguro cualquiera puede ir y venir en los compuestos por favor como el 90% del tiempo no hay uno en la recepcin nadie a hablar de si hay un problema, el restaurante en la playa parada sirve comida a las 6 de la tarde. y el bar cierra a las 9 pm, no hay otros bares o tiendas de comestibles y no te sientes seguro en absoluto por la noche all. fotos estn al lado, as que puedes ver por su propia el moho y el estado de la habitacin ( y pagamos extra para conseguir el castillo habitaciones) mis amigos tenan el bungalow que nos cubre en huye y su rostro conseguimos hinchada y todas nuestras camas tienen",0,1111
"  Tulum tiene tantas opciones del hotel y los LIRIOS es una buena eleccin, pero sin duda no fue el mejor. Tambin es ms caro que un montn de los otros que vimos, quizs porque tienen aire acondicionado, que es raro en Tulum. La habitacin era muy amplia y tena un bonito balcn que daba al ocano, con una hamaca. Sin embargo, haba bichos por todas partes. Esto es Mxico, as que quizs eso es de esperar. La playa era preciosa y los jardines estaban muy bien, y hay un spa pequeo justo al lado de la playa. El personal, sin embargo, no era muy servicial y el restaurante era terrible. Fuimos a otros hoteles para casi todas las comidas. Por ese motivo, lo recomiendo tener un coche o preprate para tomar un montn de taxis. Puedes caminar a algunos restaurantes estupendos,",1,2722
"El lugar como ubicacin es bueno... las instalaciones estn decentes pero las habitaciones son lo ms simple que he visto. Se ven muy austeras. La regadera, las camas y almohadas estn horribles!!!   El comedor para desayuno lleno de incomodas abejas que no te dejan comer.  Definitivamente NO REGRESO",1,390
"Decepcionada del personal, Da uno: mi maleta con candado fue abierta, la situacin se report con la gerencia y el personal se puso a discutir con el cliente, dudando sobre la veracidad de lo que se estaba reportando. Da dos: limpieza mal, baera sucia y cestos de basura con el contenido del da anterior. Da tres: se encontraba hospedado un equipo de bisbol de adolescentes que casi derrumba el hotel, por supuesto el personal de seguridad era insuficiente para controlarlos a todos. Lo nico que salv mi estancia fue la ubicacin y vista del hotel.",1,3476
En su mayora comercial lugares llenos de turistas y compradores. No es un espacio de aparcamiento en las inmediaciones.Muy ruidoso y y ola mal porque debajo de tubos de alcantarillado,0,4288
"Lugar hermoso para almorzar o desayunar y pasar la tarde. Frente al mar, tiene asientos y buena comida, un poco caro pero sper bonito. Poca gente, linda decoracin y es en donde est la madre tierra en la puerta. ",3,702
un pequeo recorrido pero muy agradable no te puedes perder todas las pequeas exposiciones y sobre todo la tiro lesa diversin para chicos y grandes,3,347
La verdad esta muy lindo lo unico q me dio mucho miedo fue el sonido q emiten los changos aulladores por las noches em verdad es un sonido q da mucho miedo pero e el hotel esta limpio bonito y tiene in jacuzzi muy agradable esta muy muy lindo solo si eres de las personas q se despiertan con cualquier sonido no es la opcion,3,323
"Estuvimos allí durante las vacaciones de primavera y semana Santa. La playa estaba lleno. La corriente es muy fuerte, así que es perfecto para practicar surf, bien para nadar y SUP si no hay viento y el agua no demasiado revuelto. Piscina puede ser difícil para los niños o no un gran nadador",2,906
"Para desayunar est padrsimo, pidan las tostadas Aluxes que tienen cochinita, buensimas! Los hotcakes son miniatura as que aplican slo si quieren comer poquito. Despus de desayunar pueden pasar al club de playa que esta hermoso",4,2743
"Deliciosa comida, sencilla, tpica pero muy buena.  El guacamole estaba delicioso, hecho de una forma tradicional mexicana.  El sea bass estaba rico tambin. Muy buen servicio, gente muy amable.",4,1443
"Se denota un lugar sucio en donde los meseros te insisten hasta que pides una cazuela (muy cara por cierto), hay muchos mejores lugares no es prescindible que lo visiten",2,3065
"Pedimos 1 aperitivo y 2 platos principales. Mi mujer pidi margarita, que era salada! Uno de los principales llegaron junto con el aperitivo. Los camarones en salsa de ajo estaban muy bien, pero todo lo dems no era muy sabrosa. El camarero no comunicarse bien.",2,4701
"gente agradable, comida bastante buena. s que se supone que tienes que ""la pared"" aspecto, pero es un poco cansado. Fui debido a las crticas. comida razonable a un precio razonable. Pero no es nada espectacular.",2,383
"Es una muy buena opcin para tomar algo, comer una pizza y ver la laguna. Se puede nadar y descansar. Hay poco espacio si se llena, solo tienen dos hamacas y dos tipo camastros. Podran incluir mas cosas para relajarse. En mi opinin esta bien...Ms",3,2068
El lugar es muy acogedor. Tiene un menu variado y el lugar tiene una terraza muy buena donde puedes comer tranquilamente con la familia. Calidad vs precios es razonable. El servicio es muy bueno! Recomendado altamente. Siempre que voy a Malinalco voy con mi esposa...Ms,4,730
"Gran atraccin las Ruinas de Tulum. Es un imperdible de tu viaje a la Riviera Maya. si rents un auto pods llegar perfectamente, la autopista est perfectamente sealizada y es fcil su ingreso. Me gust el recorrido que est muy bien sealizado. Lo mejor es la Playa en las ruinas. Es para caminar mucho, as que debes ir con buen calzado, ropa liviana, lentes y bronceador. Lo pods completar navegando por sus costas, tens varias ofertas. Hay  que estar atentos a la entrada tens muchos vendedores que te vuelven loco y si te frenas puedes llegar a perder mucho tiempo, recomiendo pasar de largo.Si vas en auto lo tens que dejar en un estacionamiento en el centro de comidas ya que no te pods acercar a la entrada con vehculo, Las opciones son caminar con la gente o en su defecto Hay un trencito que te acerca por pocos mexicanos. Esta buensimo para tomar fotos al paisaje y selfies super cool. Es una excursion que te permite adentrarte en la historia de los pueblos originarios, disfrutar su paraiso mitico y una playa nica de aguas turquesas",3,890
"Realmente no me gust hasta oo mucho comparado con los dems mayas que vi das antes. est lleno y no hay mucho que ver, pero la gente es diferente ... no puedo dar ningn consejo sobre ste!!",2,2323
"El lugar estaba un poco mal cuidados, y nuestro gua no hablan ingls. Ella intentamos por favor. Lleve un montn de repelente para insectos",2,424
No nos gusto ! La comida de baja calidad y nada de lo que dicen es real . El personal es ineficiente y falto de atencin . La comida tiene ingredientes de baja calidad,0,2901
"Muy cmodo y elegante hotel, el lugar es limpio y como un restaurante impresionante. Playa muy agradable y un buen servicio, (excepto el recepcionista chica de recepcin que no es amable. Muy recommendablr, sin duda volveremos.",3,4072
"limpia y fresca agua gran buceo cavernas quebradizo en el medio de la selva. Precioso, verdadero cubo elemento lista . Volveremos !",3,4589
"Mara fue nuestro favorito ""lugar"" local que comimos mientras en Mxico. Los precios eran muy razonables, y las porciones eran enormes. Sin duda prueba el congelados naranjada y limonada. Enorme guacamole fresco hecho con patatas, tacos grandes, quesadillas, etc. volveremos! !",4,725
"Pocos metros cuesta arriba (calle Marlin) desde la esquina de la plaza Sayulita. . . Muy fcil de encontrar. El personal es amable y el servicio es bueno. El caf decente es bastante difcil de encontrar, ya no. Americano es muy bueno y hecho correctamente?...Probados tambin batidos, tostadas de aguacate - todo buen alimento fresco, Wi - Fi, buen inodoro. . . Todo lo que necesitas est aquMs",3,4841
"El lugar es recomendado por todos; sin embargo, hay muy mal servicio por parte del personal en cuanto a actitud y tiempos de espera. Comida bastante simple y no tan bueno. Definitivamente no es recomendable",0,3915
" Psimo. Se contrat una habitacin por Hoteles.com  para dos adultos ms dos menores de 15 y 12 ( la pgina toma a menores hasta 17 aos ) se pag la reserva completa de manera anticipada.cuando llegamos al hotel nos encontramos con la sorpresa que segn ellos slo estaba pagado los adultos por los que nos cobraron 600 pesos mexicanos (40u$d) adicionales por las chicas.Segn dijeron es que consideran menores hasta los 10 aos, si bien en la pgina hoteles.com dice otra cosa, no hacindose responsables , no aclarando nada sobre el tema. Nos sentimos estafados.Un engao absoluto. Las habitaciones viejas y sin mantenimiento. Las sabanas y toallas espantosas de viejas y manchadas. Tema aparte el desayuno el cual era incompleto,incomible.No consuman totopos o nachos los secan al sol",0,4596
"La ubicacin de Na Balam es perfecto. Est en la playa y lo suficientemente cerca para caminar a la calle Hidalgo, donde se encuentran muchos de los bares y restaurantes. El hotel tiene un ambiente rstico. No haba televisin, no haba nevera, plancha y no en nuestra habitacin aparte de que siempre haba toallas limpias y agua embotellada. WiFi slo estaba disponible en el vestbulo. Uno de los das de las lneas de agua no funcionaban adecuadamente y nos quedamos sin agua caliente. Si ests buscando estar en la playa, este es el lugar perfecto para alojarse.",2,2951
"Hotel La Rienda es un buen hotel en Tequila, se encuentra cerca del centro, cuenta con estacionamiento seguro, seguridad de noche, amenidades en las habitaciones, limpio dentro y fuera. La calidad de la cama matrimonial y almohadas es promedio. El cuarto que nos toc para 2 personas era muy chiquito pero para lo que usamos fue perfecto.",3,4500
"Pagar la atencin de los tiempos este lugar est abierto despus de conducir pasado muchas veces cogimos abierta y tena un buen desayuno, personal agradable en un sitio limpio con una agradable brisa soplando a travs, muy cmoda.",4,346
"Tenamos los camarones rellenos chile relleno y mariscos risotto. Ambos eran deliciosos y tambin todos los platos y los adornos de lado. Este restaurante tiene una hermosa vista del mar de Cortez, que se puede ver desde su comedor. Nos gust especialmente viendo los pelcanos...buceando para su cena en el mar, mientras estbamos comiendo nuestro!Ms",4,1256
"Lugar muy agradable y muy buena comida regional probe la cochinita y me encant y,nuestroion Luis fue muy cordial y muy amable nos recomend varios platos que sin duda son de lo mejor, Espero regresar pronto",4,1991
Agradable pequeo parque en el centro de la ciudad. Caminamos por sbado en las pequeas manos nico destacan sillas frente a cada otra bonita fountian en el medio.Tranquilo. Un montn de pjaros.,3,4671
"Nos decepcion en nuestra experiencia de Mara. La comida estaba bien, pero el servicio era bastante malo. No creo que todos los servidores eran como la nuestra, as me siento como solo tuvimos mala suerte. El lugar siempre est lleno, as que esperaba realmente estupenda...comida. Porque era muy normal.Ms",0,3634
Nos detuvimos para observarla y estaba muy deteriorado y descuidados. No malgastes tu tiempo aqu. A unos pocos edificios deteriorado y no animales.,1,384
"Esta es nuestra tercera estancia en este complejo, este ao. Las dos primeras veces todava estaba Adonis Gay Resort & Spa. Nos quedamos muy decepcionados al or que el concepto de este maravilloso complejo haba cambiado, pero tuvimos una excelente oferta en nuestro precio y nos encant el complejo, as que cuidado nuestras reservas. Nos informaron que vinieron antes sobre la gran cambio. Sin embargo, mucho o todos los clientes que reservaron bajo un nuevo nombre y concepto Zenserenity no tena ni idea de que este era un complejo gay. La mayora de los nuevos huspedes no parece a la mente, pero algunos sin duda tena un problema. Las habitaciones son muy bonitas y limpias. La comida era mejor cuando era Adonis. La mayora de las noches en la especialidad restaurantes, slo uno",1,2857
"Fuimos para comer y ms de media carta de alimentos no estaba disponible porque el chef no haba llegado.

Sobre las bebidas (Mixologa), tampoco estaban disponibles porque el gerente tampoco estaba.

Psimo, si no estaban listos para brindar servicio para qu abrir en horario de...Ms",0,2403
"Excellente comida  y  precio muy  accesible,   un poco tardado en el servicio,   no aceptan reservaciones, y ocasiones la espera es  considerable",4,3878
"Olor a orines por todas partes. Buen servicio del mesero. 
Cmo da regular. 
Baos asquerosos
No aceptan tarjetas. 
No recomendable para nada",1,3340
"El hotel est bonito en la carretera entre San Juan Del Ro y Tequisquiapan, todo el personal amable y servicial, los alimentos buena relacin precio calidad, deben mejorar las habitaciones, remodelar, las tvs an son antiguas, en caso de visita de negocios no tiene un escritorio para trabajar, en las habitaciones exteriores se escucha todo el tiempo ruido de la autopista.",3,311
"El costo del bufete es excesivo por la poca comida y mala atencin que dan, no nos qued de otra porque llegamos en tour pero me molesto la poca oferta de comida por $250.00 por persona",1,1800
"Recomiendo mejorar las instalaciones del lugar y la atencin del personal. As mismo bajar sus precios ya que no hay equilibrio costo beneficio, podran invitar de noche a algn grupo de trova a tocar",1,659
"El hotel se ve muy bonita y est bien decorado. Sin embargo, que es el hotel sucia que nos hospedamos en Mxico (y pagamos ms o menos iguales en la otra hoteles) . El liners tena varias grandes agujeros y lugares negro. Tambin el bao estaba sucio. En general, creo que puedes encontrar lugares mucho ms limpio para alojarse en San Cristbal.",1,1921
"El camino es hermoso, la vegetacin, la vista, todoCuando llegas a la pirmide te cobran 50 pesos para entrar, pero vale la pena para sentarse y contemplar la vista perfectaComo sugerencia: Usa ropa cmoda (tennis) y lleva agua pues el camino es pesadoNo tires basura",4,2961
"Este no es un buen lugar. Playa rocosa llena de algas que nadie me limpia, cmodas camas, inodoros que a menudo no funcionan, am obras de CA de 10 pm - 4??? Por $305 por noche un poco demasiado restrictivas. El desayuno incluido es una broma, ya que la comida que se sirve en el restaurante. (10 dlares)de $140 pesos por un huevos revueltos con salpicaduras de Bean negro??? No exista. Azulejos en las habitaciones sentir como papel de lija, no podra ser ms barato. Las toallas ms bien de manteles de lo que debera ser toalla. Si fue con precios de $89/noche, se podra decir que est bien, pero por $305/noche, es una vergenza. Nos deje engaar por algunas buenas crticas, no estoy seguro que escribi aquellos, pero hazte un favor y la investigacin un poco ms.",0,324
"La Rstica Sayulita, y si que esta Rstica, y tuvimos la oportunidad de comer unas deliciosas quesadillas, ya que no tenamos mas opcicon s por el momento, pues la visitamos en un tour",2,1281
"Acudimos a desayunar,  nos tardaron una hora en llevarnos los alimentos fros. Al comentarle al mesero, baj el encargado y se ofreci a volver a prepararlos, se llevan la comida para   solo recalentar el plato.  Segua igual de fra,  los chilaquiles psimos. Nada recomendable! ",0,377
"Museo chico pero con gran historia del pueblo de Creel, muy recomendable para los amantes de la historia",4,1731
"Los espacios soy limpios y agradables, el personal es amable, la comida es de aceptable hacia arriba (calidad y precio), las recamaras son cmodas, agradables, bonita vista, amplias limpias, con camas cmodas, vale mucho la pena.",4,2596
"Reservamos Dreams Tulum como quera unas vacaciones de lujo para marcar el final de mi maternidad. Ellos mismos como mercado para las familias, pero la realidad es que no son para nios muy pequeos. En general, el hotel intenta ser todo para todos los hombres, ya que son un destino popular de la boda. Tambin nos sentimos en general, el complejo era ms 3* que nada ms alto y tiene un barato, a veces escandalosos campamento de vacaciones. En conjunto nos quedamos muy decepcionados dado cunto pagamos y esperaba segn su clasificacin que he esbozado en ms detalle a continuacin. En el lado positivo, el complejo estaba impecablemente limpio en todas partes, tiene bien cuidados jardines y el personal realmente hacen lo mejor y pase por all, especialmente los camareros alrededor",0,99
"Fui all con la esperanza de una pizza, pero el horno no estaba lista ... nos recomend el camarero la ensalada especial ... y 3 empanadas. Fui con ... pedimos una de pollo. Era delicioso pero queda eclipsada por mi otra opcin, 2 Caprese's. W....O. W!! Repleto de tan delicioso sabor mucho!!! Estuve tan contenta de haber elegido 2. Son extremadamente rico y satisfactorio (quizs un poco demasiado grasienta para algunos).  Debera haber vuelto a probar ms, pero slo tanto tiempo y Soo muchos restaurantes en Loreto! El camarero slo se haba al menos 8 mesas, era el barman y busser as. Independientemente, mantuvo una agradable disposicin, y no tan bien como l.Ms",3,1147
Todo estaba mas o menos bien dentro de un parmetro normal hasta que lleg la cuenta con la sorpresa de que los precios en la carta no incluyen el IVA. Hasta donde s esto no es legal. As se atoran a los turistas. No se...Ms,1,2957
"Esperaba ms del cenote. Es bonito pero el agua pico clara. Los lugareos muy pesados con las fotos, la comida, parking, tenderetes ... No te dejan respirar. De esta manera van a matar el turismo",2,4488
"El parque es lindo para un da de campo, descanso, contacto con la naturaleza, ricos antojillos, pero lo que no hay que perderse son las grutas. Una vez que pasaS por esa puerta que te transporta a una poca de castillo, el mundo se transforma, encuentras unas formas increbles de estalactitas y estalagmitas, vistas impresionantes y lo tambin fabuloso es que solo son iluminadas por la luz solar y no contienen nada artificial. No te las puedes perder!!!",4,603
"Buscando opciones en Tripadvisor encontramos este lugar acogedor, buen servicio y deliciosa comida.

Las chicas muy atentas...se siente una vibra positiva

Recomiendo Tacos de Jicama, Tacos de pulpo, filete al vino y el lavacake",4,3142
"El lugar es feo, descuidado tipo vecindad, no tuvieron varias cosas que solicit, los precios muy accesibles. Su ensalada chingona, muy dulce.",1,1425
"Las pizzas malisimas, el servicio peor, el mesero muy confianzudo, grosero estaba trabando y tomaba vino tinto de una botella. A la hora de pedir la cuenta x su mal servicio no le dejamos propina pues el fulano se ofendio como si la propina fuera...Ms",0,2104
"Aunque pase una gran noche y la comida a mi gusto es bastante buena y muy recomendable, las personas del valet parking (CONFIDENZA) dan un servicion muy malo, aparte de haberme entregado mi auto  con rayones enormes en ambos costados inventan mentiras de que ellos...Ms",1,4490
"Yo estaba en Loreto para un poco Convention y mi madre y yo donde tan cansados y hambrientos que decidimos comer all, ha sido uno de los mejores ceviches de variedad! Felicitaciones al chef!",4,3050
El hotel est situado en un hermoso tramo de playa con arena blanca aguas el Crystal claras turquiose. Las habitaciones son exquiste y te proporcionan comodidad y tranquilty genial lejos de vidas bullicio y ajetreo. El personal es muy amable y dispuesto a ayudar de cualquier manera que puedes. La comida es de categora superior. Recomiendo encarecidamente este hotel si ests buscando de escapar de la vida para los simples.,3,2994
Haba tantas piezas hermosas para elegir y llegamos a casa con varias. Las damas hacen un gran trabajo!,4,3705
"era interesante y pintoresco. Nuestro gua tena un buen conocimiento de la gente y las ruinas mayas. estaba muy caliente ese da, pero por suerte la empresa de excursin botellas de agua para nosotros. La playa era muy atractivo, pero nosotros no tuvimos tiempo para disfrutar. Haba tiendas/mercado de pulgas fuera de las ruinas, pero pareca muy caro. Me alegro de que fuimos all, pero no volvera.",2,4810
"Un lugar agradable, si tienes suerte de que te toque el chef o ciertos cocineros la comida estara rica, hay unos cocineros suplentes en domingo k son muy malos.
El servicio es muy lento, ve con tiempo.
Los meseros distraidos y lentos, en lo que...te llevan una cosa y pides por ejem. Splenda, ya se te enfrio el cafe. 
Un dia puedes probar algo rico y al otro dia el mismo platillo es TOTALMENTE DIFERENTE!!! 

No cuidan la calidad de lo que se sirve. 
Aun asi es lugar limpio .
Aunke parece selva con las plantas muyyyy pegadas a tiMs",3,4298
El agua era freeeezinggg pero supongo que eso es lo que se espera. era una maravilla para nadar en el Cenote y hay baos y habitaciones disponibles para cambiarnos. Sin duda recomendara que nadar en uno de los mexicanos Cenote's! :),3,345
